{26/05/25 15:12:03:919}{E1_Impressora}{I} 		 Biblioteca carregada 01.12.06
{26/05/25 15:12:08:327}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 41 56 2E 20 42 52 41 5A 20 4C 45 4D 45 2C 31 30 30 30 2C 53 41 4E 54 41 4E 41 2C 53 41 4F 20 50 41 55 4C 4F 2C 41 4D 0A
{26/05/25 15:12:08:328}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:40
{26/05/25 15:12:08:328}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , DOCUMENTO AUXILIAR DA
, 1, 1, 0
{26/05/25 15:12:08:328}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:328}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:328}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:329}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 44 4F 43 55 4D 45 4E 54 4F 20 41 55 58 49 4C 49 41 52 20 44 41 0A
{26/05/25 15:12:08:330}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:22
{26/05/25 15:12:08:330}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: ,   NOTA FISCAL DE CONSUMIDOR ELETRONICA  
, 1, 1, 0
{26/05/25 15:12:08:330}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:330}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:330}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:331}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 20 20 4E 4F 54 41 20 46 49 53 43 41 4C 20 44 45 20 43 4F 4E 53 55 4D 49 44 4F 52 20 45 4C 45 54 52 4F 4E 49 43 41 20 20 0A
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:41
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 AvancaPapel. PARAMETROS:1
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 0A
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 AvancaPapel. RETORNO:0
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , Codigo          Desc. Qtd UN Vlr Unit. Vlr Total
, 1, 9, 0
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:332}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:332}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 1B 45 01
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:333}{E1_Impressora}{D} 		 43 6F 64 69 67 6F 20 20 20 20 20 20 20 20 20 20 44 65 73 63 2E 20 51 74 64 20 55 4E 20 56 6C 72 20 55 6E 69 74 2E 20 56 6C 72 20 54 6F 74 61 6C 0A
{26/05/25 15:12:08:334}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:334}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , 8               NOTA FISCAL EMITIDA EM AMBIENTE 
, 1, 1, 0
{26/05/25 15:12:08:334}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:334}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:334}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:334}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:334}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:334}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:334}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:335}{E1_Impressora}{D} 		 38 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 4E 4F 54 41 20 46 49 53 43 41 4C 20 45 4D 49 54 49 44 41 20 45 4D 20 41 4D 42 49 45 4E 54 45 20 0A
{26/05/25 15:12:08:336}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:336}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , DE HOMOLOGACAO - SEM VALOR FISCAL               
, 1, 1, 0
{26/05/25 15:12:08:336}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:336}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:336}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:337}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:337}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:337}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:337}{E1_Impressora}{D} 		 44 45 20 48 4F 4D 4F 4C 4F 47 41 43 41 4F 20 2D 20 53 45 4D 20 56 41 4C 4F 52 20 46 49 53 43 41 4C 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 0A
{26/05/25 15:12:08:338}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:338}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: ,                          1 UN   222,00     222,00
, 1, 1, 0
{26/05/25 15:12:08:338}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:338}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:338}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:338}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:338}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:338}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:339}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:339}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:339}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:340}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:340}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:340}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:340}{E1_Impressora}{D} 		 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 31 20 55 4E 20 20 20 32 32 32 2C 30 30 20 20 20 20 20 32 32 32 2C 30 30 0A
{26/05/25 15:12:08:341}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:50
{26/05/25 15:12:08:341}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , QTD. TOTAL DE ITENS                            1
, 1, 1, 0
{26/05/25 15:12:08:341}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:341}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:341}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:341}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:341}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:341}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:342}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:343}{E1_Impressora}{D} 		 51 54 44 2E 20 54 4F 54 41 4C 20 44 45 20 49 54 45 4E 53 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 31 0A
{26/05/25 15:12:08:343}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:343}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , VALOR TOTAL R$                            222,00
, 1, 1, 0
{26/05/25 15:12:08:343}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:343}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:343}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:343}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:343}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:343}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:344}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:345}{E1_Impressora}{D} 		 56 41 4C 4F 52 20 54 4F 54 41 4C 20 52 24 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 32 32 32 2C 30 30 0A
{26/05/25 15:12:08:345}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:345}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , FORMA PAGAMENTO                 VALOR A PAGAR R$
, 1, 1, 0
{26/05/25 15:12:08:345}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:345}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:345}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:345}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:345}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:345}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:346}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:346}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:346}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:346}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:346}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 46 4F 52 4D 41 20 50 41 47 41 4D 45 4E 54 4F 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 56 41 4C 4F 52 20 41 20 50 41 47 41 52 20 52 24 0A
{26/05/25 15:12:08:347}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:347}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , Dinheiro                                  222,00
, 1, 1, 0
{26/05/25 15:12:08:347}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:347}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:347}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:348}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:350}{E1_Impressora}{D} 		 44 69 6E 68 65 69 72 6F 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 32 32 32 2C 30 30 0A
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:49
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 AvancaPapel. PARAMETROS:1
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 0A
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 AvancaPapel. RETORNO:0
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , Consulte pela Chave de Acesso em
, 1, 9, 0
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:351}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:351}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 1B 45 01
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:352}{E1_Impressora}{D} 		 43 6F 6E 73 75 6C 74 65 20 70 65 6C 61 20 43 68 61 76 65 20 64 65 20 41 63 65 73 73 6F 20 65 6D 0A
{26/05/25 15:12:08:352}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:33
{26/05/25 15:12:08:353}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , http://www.sefaz.am.gov.br/nfce/consulta
, 1, 1, 0
{26/05/25 15:12:08:353}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:353}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:353}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 68 74 74 70 3A 2F 2F 77 77 77 2E 73 65 66 61 7A 2E 61 6D 2E 67 6F 76 2E 62 72 2F 6E 66 63 65 2F 63 6F 6E 73 75 6C 74 61 0A
{26/05/25 15:12:08:354}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:41
{26/05/25 15:12:08:354}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , 1325 0553 1137 9100 0122 6511 7014 0000 2512 4152 3710 
, 1, 1, 0
{26/05/25 15:12:08:354}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:354}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:354}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1B 45 00
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:355}{E1_Impressora}{D} 		 31 33 32 35 20 30 35 35 33 20 31 31 33 37 20 39 31 30 30 20 30 31 32 32 20 36 35 31 31 20 37 30 31 34 20 30 30 30 30 20 32 35 31 32 20 34 31 35 32 20 33 37 31 30 20 0A
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:56
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 AvancaPapel. PARAMETROS:1
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 0A
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 AvancaPapel. RETORNO:0
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , CONSUMIDOR NAO IDENTIFICADO
, 1, 9, 0
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:356}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:356}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 1B 45 01
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:357}{E1_Impressora}{D} 		 43 4F 4E 53 55 4D 49 44 4F 52 20 4E 41 4F 20 49 44 45 4E 54 49 46 49 43 41 44 4F 0A
{26/05/25 15:12:08:357}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:28
{26/05/25 15:12:08:357}{E1_Impressora}{I} 		 AvancaPapel. PARAMETROS:1
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 0A
{26/05/25 15:12:08:358}{E1_Impressora}{I} 		 AvancaPapel. RETORNO:0
{26/05/25 15:12:08:358}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , NFC-e n 14000025 Serie 117 14/05/2025 21:17:53
, 1, 9, 0
{26/05/25 15:12:08:358}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:358}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:358}{E1_Impressora}{D} 		 1B 45 01
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 4E 46 43 2D 65 20 6E 20 31 34 30 30 30 30 32 35 20 53 65 72 69 65 20 31 31 37 20 31 34 2F 30 35 2F 32 30 32 35 20 32 31 3A 31 37 3A 35 33 0A
{26/05/25 15:12:08:359}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:47
{26/05/25 15:12:08:359}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , Protocolo de Autorizacao: 113250012800873
, 1, 9, 0
{26/05/25 15:12:08:359}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 1B 40
{26/05/25 15:12:08:359}{E1_Impressora}{I} 		 InicializaImpressora. RETORNO:0
{26/05/25 15:12:08:359}{E1_Impressora}{D} 		 1B 61
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 31
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1B 21 01
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1B 2D 00
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1D 42 00
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1B 45 01
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1D 21 00
{26/05/25 15:12:08:360}{E1_Impressora}{D} 		 1B 74
{26/05/25 15:12:08:361}{E1_Impressora}{D} 		 02
{26/05/25 15:12:08:362}{E1_Impressora}{D} 		 50 72 6F 74 6F 63 6F 6C 6F 20 64 65 20 41 75 74 6F 72 69 7A 61 63 61 6F 3A 20 31 31 33 32 35 30 30 31 32 38 30 30 38 37 33 0A
{26/05/25 15:12:08:362}{E1_Impressora}{I} 		 ImpressaoTexto. RETORNO:42
{26/05/25 15:12:08:362}{E1_Impressora}{I} 		 ImpressaoTexto. PARAMETROS: , Data de Autorizacao: 14/05/2025 21:17:56
, 1, 9, 0
{26/05/25 15:12:08:363}{E1_Impressora}{I} 		 InicializaImpressora.
{26/05/25 15:12:08:363}{E1_Impressora}{D} 		 1B 40
