0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_NATCTA;CT1_ATOBRG;CT1_ACET05;CT1_AJ_INF;CT1_05OBRG;CT1_ACATIV
1;  ;1052                ;Otros                                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000007;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;105                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1052                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;106                 ;Depósitos en instituciones financieras  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;10                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;106                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1061                ;Depósitos de ahorro                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000008;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;106                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1061                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1062                ;Depósitos a plazo                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000009;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;106                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1062                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;107                 ;Fondos sujetos a restricción            ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;10                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;107                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1071                ;Fondos Sujetos a Restricción            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000010;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;107                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1071                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;11                  ;INVERS.AL VALOR RAZONAB.Y DISPONIB.PARA ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;11                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;111                 ;Inversiones al valor razonable          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;111                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1111                ;Valores emitidos o garantizados por el E;                                        ;                                        ;                                        ;                                        ;2;1;0000000011;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;111                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1111                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1112                ;Valores emitidos por el sistema financie;                                        ;                                        ;                                        ;                                        ;2;1;0000000012;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;111                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1112                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1113                ;Valores emitidos por empresas           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000013;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;111                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1113                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1114                ;Otros títulos representativos de deuda  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000014;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;111                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1114                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1115                ;Participaciones en entidades            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000015;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;111                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1115                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;112                 ;Inversiones disponibles para la venta   ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;112                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1121                ;Valores emitidos o garantizados por el E;                                        ;                                        ;                                        ;                                        ;2;1;0000000016;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;112                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1121                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1122                ;Valores emitidos por el sistema financie;                                        ;                                        ;                                        ;                                        ;2;1;0000000017;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;112                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1122                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1123                ;Valores emitidos por empresas           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000018;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;112                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1123                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1124                ;Otros títulos representativos de deuda  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000019;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;112                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1124                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;113                 ;01s financieros – compromiso de compra  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000020;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;12                  ;CUENTAS POR COBRAR COMERCIALES – TERCERO;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;12                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;121                 ;Facturas, boletas y otros comprobantes p;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1211                ;No emitidas                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000021;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1211                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1212                ;Emitidas en cartera                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000022;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1212                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1213                ;En cobranza                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000023;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1213                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1214                ;En descuento                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000024;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1214                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;122                 ;Anticipos de clientes                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000025;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;122                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;123                 ;Letras por cobrar                       ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;123                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1231                ;En cartera                              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000026;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;123                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1231                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1232                ;En cobranza                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000027;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;123                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1232                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1233                ;En descuento                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000028;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;123                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1233                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;129                 ;Cobranza dudosa                         ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;129                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1291                ;Facturas, boletas y otros comprobantes p;                                        ;                                        ;                                        ;                                        ;2;1;0000000029;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;129                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1291                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1293                ;Letras por cobrar                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000030;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;129                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1293                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13                  ;CUENTAS POR COBRAR COMERCIALES – RELACIO;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13                  ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;131                 ;Facturas, boletas y otros comprobantes p;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;13                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;131                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1311                ;No emitidas                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;131                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1311                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13111               ;Matriz                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000031;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13111               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13112               ;Subsidiarias                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000032;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13112               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13113               ;Asociadas                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000033;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13113               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13114               ;Sucursal                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000034;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1311                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13114               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1312                ;Emitidas en cartera                     ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;131                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1312                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13121               ;Matriz                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000035;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1312                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13121               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13122               ;Subsidiarias                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000036;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;1312                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13122               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13123               ;Asociadas                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000037;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1312                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13123               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13124               ;Sucursal                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000038;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;1312                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13124               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1313                ;En cobranza                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;131                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1313                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13131               ;Matriz                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000039;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;1313                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13131               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13132               ;Subsidiarias                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000040;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1313                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13132               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13133               ;Asociadas                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000041;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;1313                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13133               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13134               ;Sucursal                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000042;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1313                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13134               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1314                ;En descuento                            ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;131                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1314                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13141               ;Matriz                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000043;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1314                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13141               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13142               ;Subsidiarias                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000044;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1314                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13142               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13143               ;Asociadas                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000045;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;1314                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13143               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13144               ;Sucursal                                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000046;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1314                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13144               ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;132                 ;Anticipos recibidos                     ;                                        ;                                        ;                                        ;                                        ;2;2;0000000047;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;13                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;132                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;133                 ;Letras por cobrar                       ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;13                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;133                 ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;1331                ;En cartera                              ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;133                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1331                ;  ;2;      ; ;                    ;01;2;2; ;2;2
1;  ;13311               ;Matriz                                  ;                                        ;                                        ;                                        ;                                        ;2;1;0000000048;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1331                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;13311               ;  ;2;      ; ;                    ;01;2;2; ;2;2
