0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB;CT1_NTSPED;CT1_SPEDST;CT1_TPO01;CT1_TPO02;CT1_TPO03;CT1_TPO04
1;  ;130102000           ;EDIFICACIONES                           ;                                        ;                                        ;                                        ;                                        ;2;2;0000000029;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130102000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130103000           ;EQUIPOS DE TRANSPORTE                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000030;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130103000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130104000           ;MOBILIARIOS Y EQUIPOS                   ;                                        ;                                        ;                                        ;                                        ;2;2;0000000031;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130104000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130106000           ;HERRAMIENTAS DEL TALLER                 ;                                        ;                                        ;                                        ;                                        ;2;1;0000000032;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130106000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130107000           ;PLANTAS DE ALQUILER                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000033;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130107000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130201000           ;DEPRECIACION EDIFICACIONES              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000034;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130201000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130202000           ;DEPRECIACION EQUIPO DE TRANSPORTE       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000035;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130202000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130203000           ;DEPRECIACION MOBILIARIOS, EQUIPOS OFICIN;                                        ;                                        ;                                        ;                                        ;2;1;0000000036;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130203000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130204000           ;DEPRECIACION HERRAMIENTAS TALLER        ;                                        ;                                        ;                                        ;                                        ;2;1;0000000037;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130204000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;130205000           ;DEPRECIACION PLANTA DE ALQUILER         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000038;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;130                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;130205000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;139000050           ;PRESTAMO E INTERESES POR COBRAR...      ;                                        ;                                        ;                                        ;                                        ;2;1;0000000128;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;139000050           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;140                 ;OTROS ACTIVOS                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;140                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;140010000           ;OTROS ACTIVOS                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000127;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;140                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;140010000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;140101000           ;DESPACHOS PORTUARIOS                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000039;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;140                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;140101000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;140102000           ;DEPOSITOS Y FIANZAS                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000040;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;140                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;140102000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;140103000           ;SOFTWARE DATA                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000041;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;140                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;140103000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;2                   ;PASSIVOS                                ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;                    ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;2                   ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;21                  ;PASSIVOS CORRIENTES                     ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;2                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;21                  ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;212                 ;CUENTAS POR PAGAR PROVEEDORES           ;                                        ;                                        ;                                        ;                                        ;1;2;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;21                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;212                 ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
1;  ;212000000           ;CUENTAS POR PAGAR NACIONALES            ;                                        ;                                        ;                                        ;                                        ;2;2;0000000042;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;212                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;212000000           ;  ;2;      ; ;                    ; ;  ; ; ;2;2; ; ; ; ; ; ; ; ;  ; ;  ;  ;  ;  
