DE1_FILIAL|DE1_CODLAY|DE1_CODREG|DE1_SEQUEN|DE1_TIPO|DE1_ALIAS|DE1_CAMPO|DE1_LAYTAM|DE1_LAYDEC|DE1_POSINI|DE1_POSFIM|DE1_OBSERV|DE1_REGRA|DE1_VALID|DE1_POSICI|DE1_POSORD|DE1_POSCHV
  |CONEMB|CEM   |018|1|   |DT8_VALTOT|15|2|156|170|VALOR DO DESPACHO                                                               |U_LCOMPFRE(2,'4')                                                                                                                                                                                                                                             |                                                                                                                                |2|2 |XFILIAL("DT8")+DT6->DT6_FILDOC+DT6->DT6_DOC+DT6->DT6_SERIE+"03"                                                                                                 
  |CONEMB|CEM   |019|1|   |DT8_VALTOT|15|2|171|185|VALOR DO PEDAGIO                                                                |U_LCOMPFRE(2,'5')                                                                                                                                                                                                                                             |                                                                                                                                |2|2 |XFILIAL("DT8")+DT6->DT6_FILDOC+DT6->DT6_DOC+DT6->DT6_SERIE+"06"                                                                                                 
  |CONEMB|CEM   |020|1|   |DT8_VALTOT|15|2|186|200|VALOR ADEME                                                                     |0                                                                                                                                                                                                                                                             |                                                                                                                                |2|2 |XFILIAL("DT8")+DT6->DT6_FILDOC+DT6->DT6_DOC+DT6->DT6_SERIE+"04"                                                                                                 
  |CONEMB|CEM   |021|1|SF2|SF2_VALICM|1|0|201|201|SUBSTITUICAO TRIBUTARIA (1=SIM OU 2=NAO)                                        |IF(SF2->F2_VALICM > 0,"2","1")                                                                                                                                                                                                                                |                                                                                                                                |1|1 |DT6->DT6_FILDOC+DT6->DT6_DOC+DT6->DT6_SERIE+DT6->DT6_CLICAL+DT6->DT6_LOJCAL                                                                                     
  |CONEMB|CEM   |022|1|   |FILLER    |3|0|202|204|NATUREZA DE OPERACAO                                                            |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|CEM   |023|1|SM0|M0_CGC    |14|0|205|218|CGC DO EMISSOR DO CONHECIMENTO                                                  |SM0->M0_CGC                                                                                                                                                                                                                                                   |                                                                                                                                |1|1 |CEMPANT+DT6->DT6_FILDOC                                                                                                                                         
  |CONEMB|CEM   |024|1|SA1|A1_CGC    |14|0|219|232|CGC DA EMBARCADORA                                                              |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DT6->DT6_CLIDEV+DT6->DT6_LOJDEV                                                                                                                  
  |CONEMB|CEM   |025|2|   |Complement|440|0|233|672|NOTAS FISCAIS                                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|CEM   |026|1|   |ACAO DOCTO|1|0|673|673|ACAO DO CONHECIMENTO (I=INCLUIR, C=COMLPLEMENTAR OU E=EXCLUIR)                  |IF(__LEDICONTCP,"C","I")                                                                                                                                                                                                                                      |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|CEM   |027|1|DT6|DT6_DOCTMS|1|0|674|674|TIPO DE CONHECIMENTO (N=NORMAL OU C=COMPLEMENTAR)                               |IF(DT6->DT6_DOCTMS=="2","N",IF(DT6->DT6_DOCTMS=="8","C",IF(DT6->DT6_DOCTMS=="6","D",IF(DT6->DT6_DOCTMS=="7","R",IF(DT6->DT6_DOCTMS=="9","O","")))))                                                                                                           |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|CEM   |029|1|   |FILLER    |6|0|675|680|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TCE   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"323"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TCE   |002|1|   |TOT CONHEC|4|0|004|007|QUANTIDADE TOTAL DE CONHECIMENTOS                                               |U_EDITOTAL(1)                                                                                                                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TCE   |003|1|   |VALOR TOT |15|2|008|022|VALOR TOTAL DOS CONHECIMENTOS                                                   |U_EDITOTAL(2)                                                                                                                                                                                                                                                 |U_EDITOTAL(0) == NIL                                                                                                            |2|  |                                                                                                                                                                
  |CONEMB|TCE   |004|1|   |FILLER    |658|0|023|680|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TRA   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"321"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TRA   |002|1|SM0|M0_CGC    |14|0|004|017|CGC                                                                             |SM0->M0_CGC                                                                                                                                                                                                                                                   |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TRA   |003|1|SM0|M0_NOMECOM|40|0|018|057|RAZAO SOCIAL DA TRANSPORTADORA                                                  |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|TRA   |004|1|   |FILLER    |623|0|058|680|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNB   |001|1|   |IDENTREG  |3|0|001|003|000                                                                             |"000"                                                                                                                                                                                                                                                         |U_EDITOTAL(0) == NIL                                                                                                            |2|  |                                                                                                                                                                
  |CONEMB|UNB   |002|1|   |M0_NOMECOM|35|0|004|038|RAZAO SOCIAL DA TRANSPORTADORA                                                  |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNB   |003|1|SA1|A1_NOME   |35|0|039|073|NOME DA CAIXA POSTAL DO DESTINATARIO                                            |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DEC->DEC_CODCLI+DEC->DEC_LOJCLI                                                                                                                  
  |CONEMB|UNB   |004|1|   |DATA      |6|0|074|079|DATA (DDMMAAAA)                                                                 |U_EDICONVDAT(DATE(),2)                                                                                                                                                                                                                                        |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNB   |005|1|   |HORA      |4|0|080|083|HORA (HHMM)                                                                     |LEFT(STRTRAN(TIME(),":",""),4)                                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNB   |006|1|   |IDENT CAMB|12|0|084|095|CONDDMMHHMMS                                                                    |"CON"+STRZERO(DAY(DATE()),2)+STRZERO(MONTH(DATE()),2)+LEFT(STRTRAN(TIME(),":",""),4)+"1"                                                                                                                                                                      |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNB   |007|1|   |FILLER    |585|0|096|680|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNH   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"320"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNH   |002|1|   |IDENTDOC  |14|0|004|017|IDENTIFICACAO DO DOCUMENTO                                                      |"CONHE"+STRZERO(DAY(DATE()),2)+STRZERO(MONTH(DATE()),2)+LEFT(STRTRAN(TIME(),":",""),4)+"1"                                                                                                                                                                    |                                                                                                                                |2|  |                                                                                                                                                                
  |CONEMB|UNH   |003|1|   |FILLER    |663|0|018|680|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"353"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |002|1|DT6|DT6_FILDOC|2|0|004|005|FILIAL EMISSORA DO DOCUMENTO                                                    |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |004|1|   |FILLER    |8|0|006|013|FILIAL EMISSORA DO DOCUMENTO                                                    |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |005|1|DT6|DT6_SERIE |5|0|014|018|SERIE DO CONHECIMENTO                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |006|1|DT6|DT6_DOC   |12|0|019|030|NUMERO DO CONHECIMENTO                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CCO   |007|1|   |FILLER    |140|0|031|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"354"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |002|1|DTC|DTC_SERNFC|3|0|004|006|SERIE                                                                           |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |003|1|DTC|DTC_NUMNFC|8|0|007|014|NUMERO DA NOTA FISCAL                                                           |STRZERO(VAL(DTC->DTC_NUMNFC),8)                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |004|1|DTC|DTC_EMINFC|8|0|015|022|DATA DE EMISSAO DA NOTA FISCAL (DDMMAAAA)                                       |U_EDICONVDAT(DTC->DTC_EMINFC,4)                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |005|1|DTC|DTC_PESO  |7|2|023|029|PESO DA NOTA FISCAL                                                             |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |006|1|DTC|DTC_VALOR |15|2|030|044|VALOR DA MERCADORIA NA NOTA FISCAL                                              |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|CNF   |007|1|SA1|A1_CGC    |14|0|045|058|CGC DO EMISSOR DA NOTA FISCAL                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DTC->DTC_CLIREM+DTC->DTC_LOJREM                                                                                                                  
  |DOCCOB|CNF   |008|1|   |FILLER    |112|0|059|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"352"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |002|1|SE1|E1_FILDEB |2|0|004|005|IDENTIFICACAO DA UNIDADE EMISSORA                                               |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |004|1|   |FILLER    |8|0|006|013|IDENTIFICACAO DA UNIDADE EMISSORA                                               |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |005|1|SE1|E1_TIPO   |1|0|014|014|TIPO DO DOCUMENTO DE COBRANCA                                                   |"0"                                                                                                                                                                                                                                                           |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |006|1|   |E1_PREFIXO|3|0|015|017|SERIE DO DOCUMENTO DE COBRANCA                                                  |"UNI"                                                                                                                                                                                                                                                         |IF(!EMPTY(U_EDITOTAL(1,1,3)) .AND. !EMPTY(U_EDITOTAL(2,(SE1->E1_VALOR-SE1->E1_DECRESC))),.T.,.T.)                               |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |007|1|SE1|E1_NUM    |10|0|018|027|NUMERO DO DOCUMENTO DE COBRANCA                                                 |STRZERO(VAL(SE1->E1_NUM),10)                                                                                                                                                                                                                                  |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |008|1|SE1|E1_EMISSAO|8|0|028|035|DATA DE EMISSAO (DDMMAAAA)                                                      |U_EDICONVDAT(SE1->E1_EMISSAO,4)                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |009|1|SE1|E1_VENCTO |8|0|036|043|DATA DE VENCIMENTO (DDMMAAAA)                                                   |U_EDICONVDAT(SE1->E1_VENCTO,4)                                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |010|1|SE1|E1_VALOR  |15|2|044|058|VALOR DO DOCUMENTO DE COBRANCA                                                  |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |011|1|SE1|E1_TIPO   |3|0|059|061|TIPO DE COBRANCA                                                                |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |012|1|SF1|F1_VALICM |15|2|062|076|VALOR TOTAL DO ICMS                                                             |U_VLTOTICM(SE1->E1_FILIAL,SE1->E1_PREFIXO,SE1->E1_NUM,SE1->E1_TIPO)                                                                                                                                                                                           |                                                                                                                                |2|1 |SE1->E1_FILIAL+SE1->E1_NUM+SE1->E1_PREFIXO                                                                                                                      
  |DOCCOB|DCO   |013|1|SE1|E1_JUROS  |15|2|077|091|VALOR - JUROS POR DIA DE ATRASO                                                 |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |014|1|SE1|E1_DIADESC|8|0|092|099|DATA LIMITE P/ PAGTO C/ DESCONTO (DDMMAAAA)                                     |U_EDICONVDAT(SE1->E1_VENCTO-SE1->E1_DIADESC,4)                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |015|1|SE1|E1_DECRESC|15|2|100|114|VALOR DO DESCONTO                                                               |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |016|1|SA6|A6_NOME   |35|0|115|149|NOME DO BANCO                                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA6")+SE1->E1_BCOCHQ+SE1->E1_AGECHQ+SE1->E1_CTACHQ                                                                                                     
  |DOCCOB|DCO   |017|1|SE1|E1_AGECHQ |4|0|150|153|NUMERO DA AGENCIA BANCARIA                                                      |SUBSTR(SE1->E1_AGECHQ,1,4)                                                                                                                                                                                                                                    |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |018|1|SE1|E1_AGECHQ |1|0|154|154|DIGITO VERIFICADOR NUM DA AGENCIA                                               |SUBSTR(SE1->E1_AGECHQ,5,1)                                                                                                                                                                                                                                    |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |019|1|SE1|E1_CTACHQ |10|0|155|164|NUMERO DA CONTA CORRENTE                                                        |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |020|1|   |DIG CC    |2|0|165|166|DIGITO VERIFICADOR CONTA CORRENTE                                               |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |021|1|   |ACAO DOCTO|1|0|167|167|ACAO DO DOCUMENTO (I=INCLUIR, E=EXCLUIR/CANCELAR)                               |"I"                                                                                                                                                                                                                                                           |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|DCO   |022|1|   |FILLER    |3|0|168|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TDC   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"355"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TDC   |002|1|   |QDTE TOT  |4|0|004|007|QTDE TOTAL DOCTOS DE COBRANCA                                                   |U_EDITOTAL(1)                                                                                                                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TDC   |003|1|   |VAL TOT   |15|2|008|022|VALOR TOTAL DOCTOS. DE COBRANCA                                                 |U_EDITOTAL(2)                                                                                                                                                                                                                                                 |U_EDITOTAL(0) == NIL                                                                                                            |2|  |                                                                                                                                                                
  |DOCCOB|TDC   |004|1|   |FILLER    |148|0|023|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TRA   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"351"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TRA   |002|1|SM0|M0_CGC    |14|0|004|017|CGC                                                                             |SM0->M0_CGC                                                                                                                                                                                                                                                   |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TRA   |003|1|SM0|M0_NOMECOM|40|0|018|057|RAZAO SOCIAL                                                                    |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|TRA   |004|1|   |FILLER    |113|0|058|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"000"                                                                                                                                                                                                                                                         |U_EDITOTAL(0) == NIL                                                                                                            |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |002|1|SM0|M0_NOMECOM|35|0|004|038|IDENTIFICACAO DO REMETENTE                                                      |SM0->M0_NOMECOM                                                                                                                                                                                                                                               |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |003|1|SA1|A1_NOME   |35|0|039|073|IDENTIFICACAO DO DESTINATARIO                                                   |                                                                                                                                                                                                                                                              |                                                                                                                                |1|1 |XFILIAL("SA1")+DEC->DEC_CODCLI+DEC->DEC_LOJCLI                                                                                                                  
  |DOCCOB|UNB   |004|1|   |DATA      |6|0|074|079|DATA                                                                            |U_EDICONVDAT(DATE(),2)                                                                                                                                                                                                                                        |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |005|1|   |HORA      |4|0|080|083|HORA                                                                            |LEFT(STRTRAN(TIME(),":",""),4)                                                                                                                                                                                                                                |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |006|1|   |IDENT INTE|12|0|084|095|IDENTIFICACAO DO INTERCAMBIO                                                    |"COB"+STRZERO(DAY(DATE()),2)+STRZERO(MONTH(DATE()),2)+LEFT(STRTRAN(TIME(),":",""),4)+"1"                                                                                                                                                                      |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNB   |007|1|   |FILLER    |75|0|096|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNH   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICADOR DE REGISTRO                                                       |"350"                                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNH   |002|1|   |IDENT DOC |14|0|004|017|IDENTIFICACAO DO DOCUMENTO                                                      |"COBRA"+STRZERO(DAY(DATE()),2)+STRZERO(MONTH(DATE()),2)+LEFT(STRTRAN(TIME(),":",""),4)+"1"                                                                                                                                                                    |                                                                                                                                |2|  |                                                                                                                                                                
  |DOCCOB|UNH   |003|1|   |FILLER    |153|0|018|170|BRANCOS                                                                         |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |001|1|   |IDENTREG  |3|0|001|003|IDENTIFICACAO DO REGISTRO                                                       |"315"                                                                                                                                                                                                                                                         |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|CON   |002|1|SA1|A1_NOME   |40|0|004|043|RAZAO SOCIAL                                                                    |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |1|3 |XFILIAL("SA1")+SUBSTR(CLINTXT,44,14)                                                                                                                            
  |NOTFIS|CON   |003|1|DE5|DE5_CGCCON|14|0|044|057|CGC                                                                             |U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14))                                                                                                                                                                                                                       |                                                                                                                                | |  |                                                                                                                                                                
  |NOTFIS|CON   |005|1|SA1|A1_INSCR  |15|0|058|072|INSCRICAO ESTADUAL                                                              |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |006|1|SA1|A1_END    |40|0|073|112|ENDERECO                                                                        |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |007|1|SA1|A1_BAIRRO |20|0|113|132|BAIRRO                                                                          |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |008|1|SA1|A1_MUN    |35|0|133|167|MUNICIPIO                                                                       |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |009|1|SA1|A1_CEP    |9|0|168|176|CEP                                                                             |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |010|1|SA1|A1_COD_MUN|9|0|177|185|CODIGO DO MUNICIPIO                                                             |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |011|1|SA1|A1_EST    |9|0|186|194|ESTADO                                                                          |SUBSTR(CLINTXT,186,2)                                                                                                                                                                                                                                         |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |012|1|SA1|A1_TEL    |35|0|195|229|TELEFONE                                                                        |SUBSTR(CLINTXT,VAL(DE1->DE1_POSINI),DE1->DE1_LAYTAM)                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |013|1|   |FILLER    |11|0|230|240|FILLER                                                                          |                                                                                                                                                                                                                                                              |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |014|1|SA1|A1_NREDUZ |20|0|241|260|NOME REDUZIDO                                                                   |SUBSTR(CLINTXT,4,20)                                                                                                                                                                                                                                          |                                                                                                                                |2|  |                                                                                                                                                                
  |NOTFIS|CON   |015|1|SA1|A1_TIPO   |1|0|261|261|TIPO (REVENDEDOR, COSUMIDOR FINAL ETC..)                                        |U_EDITIPOCLI(SUBSTR(__CEDILINTXT,186,2),SUBSTR(__CEDILINTXT,58,15),U_EDIVALCGC(SUBSTR(__CEDILINTXT,44,14),3))                                                                                                                                                 |                                                                                                                                |2|  |                                                                                                                                                                
