0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB
1;  ;112303              ;OTRAS CUENTAS POR COBRAR NO RELACIONADOS;                                        ;                                        ;                                        ;                                        ;2;1;17        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;1123                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;112303              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;112304              ;OTRAS CUENTAS POR COBRAR NO RELACIONADOS;                                        ;                                        ;                                        ;                                        ;2;1;18        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1123                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;112304              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1124                ;PROVISION CUENTAS INCOBRABLES           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;112                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1124                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;112401              ;PROVISION CUENTAS INCOBRABLES           ;                                        ;                                        ;                                        ;                                        ;2;1;19        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1124                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;112401              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113                 ;INVENTARIOS                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1131                ;INVENTARIOS PRODUCCION                  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;113                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1131                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113101              ;INV MATERIA PRIMA                       ;                                        ;                                        ;                                        ;                                        ;2;1;20        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1131                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113102              ;INV PRODUCTOS EN PROCESO                ;                                        ;                                        ;                                        ;                                        ;2;1;21        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;1131                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113102              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113103              ;INV PRODUCTOS TERMINADOS                ;                                        ;                                        ;                                        ;                                        ;2;1;22        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1131                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113103              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1132                ;INVENTARIOS STOCK                       ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;113                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1132                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113201              ;INVENTARIOS                             ;                                        ;                                        ;                                        ;                                        ;2;1;23        ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;1132                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113201              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1133                ;OTROS INVENTARIOS                       ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;113                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1133                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113301              ;SUMINISTROS Y MATERIALES                ;                                        ;                                        ;                                        ;                                        ;2;1;24        ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;1133                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113301              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1134                ;MERCADERIAS IMPORTACIONES               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;113                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1134                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;113401              ;MERCADERIAS EN TRANSITO                 ;                                        ;                                        ;                                        ;                                        ;2;1;25        ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;1134                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;113401              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114                 ;GASTOS PAGADOS POR ANTICIPADO           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1141                ;IMPUESTOS ANTICIPADOS                   ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;114                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1141                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114101              ;RETENCION FUENTE REALIZ. CLIENTES       ;                                        ;                                        ;                                        ;                                        ;2;1;26        ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;1141                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114102              ;IVA COMPRAS                             ;                                        ;                                        ;                                        ;                                        ;2;1;27        ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;1141                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114102              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114103              ;IVA RETENIDO POR CLIENTES               ;                                        ;                                        ;                                        ;                                        ;2;1;28        ;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;1141                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114103              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114104              ;CREDITO TRIBUTARIO IR                   ;                                        ;                                        ;                                        ;                                        ;2;1;29        ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;1141                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114104              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1142                ;CUENTAS PREPAGADAS                      ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;114                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1142                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114201              ;ARRIENDOS PAGADOS POR ANTICIPADO        ;                                        ;                                        ;                                        ;                                        ;2;1;30        ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;1142                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114201              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;114202              ;SEGUROS PAGADOS POR ANTICIPADO          ;                                        ;                                        ;                                        ;                                        ;2;1;31        ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1142                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;114202              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;115                 ;OTROS ACTIVOS                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;11                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;115                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1151                ;GARANTIAS                               ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;115                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1151                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;115101              ;GARANTIA POR BUEN USO OFICINAS          ;                                        ;                                        ;                                        ;                                        ;2;1;32        ;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;1151                ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;115101              ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;12                  ;ACTIVOS FIJOS                           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;12                  ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;121                 ;ACTIVO FIJO TANGIBLE                    ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;121                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
1;  ;1211                ;COSTOS ACTIVOS                          ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;121                 ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1211                ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; 
