0;CT1;CVD
1;CT1_FILIAL;CT1_CONTA;CT1_DESC01;CT1_DESC02;CT1_DESC03;CT1_DESC04;CT1_DESC05;CT1_CLASSE;CT1_NORMAL;CT1_RES;CT1_BLOQ;CT1_DTBLIN;CT1_DTBLFI;CT1_DC;CT1_NCUSTO;CT1_CC;CT1_CVD02;CT1_CVD03;CT1_CVD04;CT1_CVD05;CT1_CVC02;CT1_CVC03;CT1_CVC04;CT1_CVC05;CT1_CTASUP;CT1_HP;CT1_ACITEM;CT1_ACCUST;CT1_ACCLVL;CT1_DTEXIS;CT1_DTEXSF;CT1_CTAVM;CT1_CTARED;CT1_CTALP;CT1_CTAPON;CT1_BOOK;CT1_GRUPO;CT1_AGLSLD;CT1_RGNV1;CT1_RGNV2;CT1_RGNV3;CT1_CCOBRG;CT1_ITOBRG;CT1_CLOBRG;CT1_TRNSEF;CT1_AGLUT;CT1_LALUR;CT1_CTLALU;CT1_TPLALU;CT1_LALHIR;CT1_RATEIO;CT1_ESTOUR;CT1_CODIMP;CT1_AJ_INF;CT1_NATCTA;CT1_ACATIV;CT1_ATOBRG;CT1_ACET05;CT1_05OBRG;CT1_ACAT01;CT1_AT01OB;CT1_ACAT02;CT1_AT02OB;CT1_ACAT03;CT1_AT03OB;CT1_ACAT04;CT1_AT04OB;CT1_NTSPED;CT1_SPEDST
1;  ;1212000006          ;PROVINCIAL-C                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000007;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00006       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1212000012          ;VENEZUELA                               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000008;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00012       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1212000014          ;VENEZOLANO DE CREDITO CTA. CTE.         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000009;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00014       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1212000018          ;VENEZOLANO DE CREDITO CTA. FAL          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000010;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00018       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1212000020          ;BANESCO                                 ;                                        ;                                        ;                                        ;                                        ;2;1;0000000011;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00020       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1212000022          ;COMMERCEBANK                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000012;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12120               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.120.00022       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12130               ;INVERSIONES TEMPORALES                  ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.130             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12150               ;CUENTAS POR COBRAR CLIENTES             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000002          ;FACTURAS POR COBRAR                     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000013;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000004          ;HONORARIOS NO FACTURADOS (ESPERA)       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000014;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00004       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000008          ;COBRANZAS POR DESCARGAR                 ;                                        ;                                        ;                                        ;                                        ;2;1;0000000015;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00008       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000010          ;GASTOS POR CUENTA DE CLIENTES           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000016;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00010       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000014          ;PROVISION HONORARIOS NO FACTURADOS (ESPE;                                        ;                                        ;                                        ;                                        ;2;1;0000000017;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00014       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1215000016          ;PROVISION GASTOS POR CUENTA DE CLIENTES ;                                        ;                                        ;                                        ;                                        ;2;1;0000000018;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12150               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.150.00016       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12160               ;PROVISION PARA CUENTAS INCOBRABLES      ;                                        ;                                        ;                                        ;                                        ;2;1;0000000019;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.160             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1216000002          ;PROVISION PARA CUENTAS INCOBRABLES      ;                                        ;                                        ;                                        ;                                        ;2;1;0000000020;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.160.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12190               ;ANTICIPO  SOCIOS                        ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1219000002          ;GUSTAVO RAMIREZ                         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000021;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;12190               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1219000006          ;PEDRO PEREZ                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000022;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;12190               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190.00006       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1219000010          ;ALEJANDRO SOTO                          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000023;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;12190               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190.00010       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1219000014          ;INES MORENO                             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000024;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;12190               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190.00014       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1219000016          ;ARNOLDO MENDOZA                         ;                                        ;                                        ;                                        ;                                        ;2;1;0000000025;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;12190               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.190.00016       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12210               ;OTROS SOCIOS                            ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;1;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000002          ;GUSTAVO RAMIREZ OTROS                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000026;2;        ;        ;5;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000006          ;PEDRO PEREZ OTROS                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000027;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00006       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000010          ;ALEJANDRO SOTO OTROS                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000028;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00010       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000012          ;FELIX HERNANDEZ OTROS                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000029;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00012       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000014          ;INES MORENO OTROS                       ;                                        ;                                        ;                                        ;                                        ;2;1;0000000030;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00014       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1221000016          ;ARNOLDO MENDOZA OTROS                   ;                                        ;                                        ;                                        ;                                        ;2;1;0000000031;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;12210               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.210.00016       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12240               ;OTRAS CUENTAS POR COBRAR                ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.240             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1224000032          ;CUENTAS POR COBRAR OTROS                ;                                        ;                                        ;                                        ;                                        ;2;1;0000000032;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;12240               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.240.00032       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12250               ;IMPUESTOS NACIONALES                    ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.250             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1225000002          ; IVA CREDITO FISCAL COMPRAS             ;                                        ;                                        ;                                        ;                                        ;2;1;0000000033;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;12250               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.250.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1225000004          ;IVA RETENIDO POR CLIENTES               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000034;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;12250               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.250.00004       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1225000006          ;ISLR RETENIDO POR CLIENTES              ;                                        ;                                        ;                                        ;                                        ;2;1;0000000035;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;12250               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.250.00006       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;12260               ;GASTOS PAGADOS POR ANTICIPADO           ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;12                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.260             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1226000004          ;POLIZAS VARIAS                          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000036;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;12260               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.2.260.00004       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;14                  ;ACTIVO FIJO                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;1                   ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4                 ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;14110               ;ACTIVO FIJO                             ;                                        ;                                        ;                                        ;                                        ;1;1;          ;2;        ;        ;2;             0;         ;1;1;1;1;1;1;1;1;14                  ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110             ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000002          ;OBRAS DE ARTE                           ;                                        ;                                        ;                                        ;                                        ;2;1;0000000037;2;        ;        ;6;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00002       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000004          ;MOBILIARIO Y EQUIPOS                    ;                                        ;                                        ;                                        ;                                        ;2;1;0000000038;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00004       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000006          ;DEPRECIACION ACUMULADA MOBILIARIO Y EQUI;                                        ;                                        ;                                        ;                                        ;2;1;0000000039;2;        ;        ;3;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00006       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000012          ;COMPUTADORAS                            ;                                        ;                                        ;                                        ;                                        ;2;1;0000000040;2;        ;        ;7;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00012       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000014          ;DEPRECIACION ACUMULADA COMPUTADORAS     ;                                        ;                                        ;                                        ;                                        ;2;1;0000000041;2;        ;        ;0;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00014       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000020          ;SISTEMA LAPSOS PROCESALES               ;                                        ;                                        ;                                        ;                                        ;2;1;0000000042;2;        ;        ;4;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00020       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000022          ;DEPRECIACION ACUMULADA SISTEMA LAPSOS PR;                                        ;                                        ;                                        ;                                        ;2;1;0000000043;2;        ;        ;8;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00022       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
1;  ;1411000028          ;ACTIVO FIJO POR REVALORIZACION          ;                                        ;                                        ;                                        ;                                        ;2;1;0000000044;2;        ;        ;9;             0;         ;1;1;1;1;1;1;1;1;14110               ;   ;1;1;1;19800101;        ;                    ;                    ;                    ;                    ;                    ;        ;2;            ;            ;            ;2;2;2;                    ; ;0;1.4.110.00028       ;  ;2;      ; ;                    ; ;  ;2;2;2;2; ; ; ; ; ; ; ; ;  ; 
