BF0_GRUGEN;BF0_CODSUP;BF0_CODIGO;BF0_DESCRI;BF0_CLASSE;BF0_NIVEL;BF0_TIPGUI;BF0_IMPRIM;BF0_IDADE1;BF0_TPUNIM;BF0_IDADE2;BF0_SEXO;BF0_BENEF;BF0_CODINF;BF0_DESSIP;BF0_APNTRP;BF0_DIACAR;BF0_REGATE
0001;A1;A16;DERMATOLOGIA;2;3;;0;0.0;;0.0;;0;;DERMATOLOGIA;0;; 
0001;A1;A17;ENDOCRINOLOGIA;2;3;;0;0.0;;0.0;;0;;ENDOCRINOLOGIA;0;; 
0001;A1;A18;GASTROENTEROLOGIA;2;3;;0;0.0;;0.0;;0;;GASTROENTEROLOGIA;0;; 
0001;A1;A19;GERIATRIA;2;3;;0;0.0;;0.0;;0;;GERIATRIA;0;; 
0001;A;A2;CONSULTAS MEDICAS EM PRONTO-SO;1;2;;0;0.0;;0.0;;0;;CONSULTAS MEDICAS EM PRONTO-SO;0;; 
0001;;B;OUTROS ATENDIMENTOS AMBULATORI;1;1;;0;0.0;;0.0;;0;;OUTROS ATENDIMENTOS AMBULATORI;0;; 
0001;B;B1;CONSULTAS/SESSOES COM FISIOTER;2;3;;0;0.0;;0.0;;0;;CONSULTAS/SESSOES COM FISIOTER;0;; 
0001;B;B2;CONSULTAS/SESSOES COM FONOAUDI;2;3;;0;0.0;;0.0;;0;;CONSULTAS/SESSOES COM FONOAUDI;0;; 
0001;B;B3;CONSULTAS/SESSOES COM NUTRICIO;2;3;;0;0.0;;0.0;;0;;CONSULTAS/SESSOES COM NUTRICIO;0;; 
0001;B;B4;CONSULTAS/SESSOES COM TERAPEUT;2;3;;0;0.0;;0.0;;0;;CONSULTAS/SESSOES COM TERAPEUT;0;; 
0001;B;B5;CONSULTAS/SESSOES COM PSICOLOG;2;3;;0;0.0;;0.0;;0;;CONSULTAS/SESSOES COM PSICOLOG;0;; 
0001;;C;EXAMES;1;1;;0;0.0;;0.0;;0;;EXAMES;0;; 
0001;C;C1;RESSONANCIA MAGNETICA;2;3;;0;0.0;;0.0;;0;;RESSONANCIA MAGNETICA;0;; 
0001;C;C10;MAMOGRAFIA CONVENCIONAL E DIGI;2;3;;0;0.0;;0.0;;0;;MAMOGRAFIA CONVENCIONAL E DIGI;0;; 
0001;C;C101;MAMOGRAFIA EM MULHERES DE 50 A;2;3;;0;0.0;;0.0;;0;;MAMOGRAFIA EM MULHERES DE 50 A;0;; 
0001;C;C11;CINTILOGRAFIA MIOCARDICA;2;3;;0;0.0;;0.0;;0;;CINTILOGRAFIA MIOCARDICA;0;; 
0001;C;C12;CINTILOGRAFIA RENAL DINAMICA;2;3;;0;0.0;;0.0;;0;;CINTILOGRAFIA RENAL DINAMICA;0;; 
0001;C;C13;HEMOGLOBINA GLICADA;2;3;;0;0.0;;0.0;;0;;HEMOGLOBINA GLICADA;0;; 
0001;C;C14;PESQUISA DE SANGUE OCULTO NAS;2;3;;0;0.0;;0.0;;0;;PESQUISA DE SANGUE OCULTO NAS;0;; 
0001;C;C15;RADIOGRAFIA;2;3;;0;0.0;;0.0;;0;;RADIOGRAFIA;0;; 
0001;C;C16;TESTE ERGOMETRICO;2;3;;0;0.0;;0.0;;0;;TESTE ERGOMETRICO;0;; 
0001;C;C17;ULTRASSONOGRAFIA DIAGNOSTICA D;2;3;;0;0.0;;0.0;;0;;ULTRASSONOGRAFIA DIAGNOSTICA D;0;; 
0001;C;C18;ULTRASSONOGRAFIA DIAGNOSTICA D;2;3;;0;0.0;;0.0;;0;;ULTRASSONOGRAFIA DIAGNOSTICA D;0;; 
0001;C;C19;ULTRASSONOGRAFIA DIAGNOSTICA D;2;3;;0;0.0;;0.0;;0;;ULTRASSONOGRAFIA DIAGNOSTICA D;0;; 
0001;C;C2;TOMOGRAFIA COMPUTADORIZADA;2;3;;0;0.0;;0.0;;0;;TOMOGRAFIA COMPUTADORIZADA;0;; 
0001;C;C20;ULTRASSONOGRAFIA OBSTETRICA MO;2;3;;0;0.0;;0.0;;0;;ULTRASSONOGRAFIA OBSTETRICA MO;0;; 
0001;C;C3;PROCEDIMENTO DIAGNOSTICO EM CI;2;3;;0;0.0;;0.0;;0;;PROCEDIMENTO DIAGNOSTICO EM CI;0;; 
0001;C;C4;DENSITOMETRIA OSSEA ¹ QUALQUER;2;3;;0;0.0;;0.0;;0;;DENSITOMETRIA OSSEA ¹ QUALQUER;0;; 
0001;C;C5;ECODOPPLERCARDIOGRAMA TRANSTOR;2;3;;0;0.0;;0.0;;0;;ECODOPPLERCARDIOGRAMA TRANSTOR;0;; 
0001;C;C6;BRONCOSCOPIA COM OU SEM BIOPSI;2;3;;0;0.0;;0.0;;0;;BRONCOSCOPIA COM OU SEM BIOPSI;0;; 
0001;C;C7;ENDOSCOPIA DIGESTIVA ALTA;2;3;;0;0.0;;0.0;;0;;ENDOSCOPIA DIGESTIVA ALTA;0;; 
0001;C;C8;COLONOSCOPIA;2;3;;0;0.0;;0.0;;0;;COLONOSCOPIA;0;; 
0001;C;C9;HOLTER DE 24 HORAS;2;3;;0;0.0;;0.0;;0;;HOLTER DE 24 HORAS;0;; 
0001;C;C99;EXAMES A CLASSIFICAR;2;3;;0;0.0;;0.0;;0;;EXAMES A CLASSIFICAR;0;; 
0001;;D;TERAPIAS;1;1;;0;0.0;;0.0;;0;;TERAPIAS;0;; 
0001;D;D1;TRANSFUSAO AMBULATORIAL;2;3;;0;0.0;;0.0;;0;;TRANSFUSAO AMBULATORIAL;0;; 
0001;D;D2;QUIMIOTERAPIA SISTEMICA;2;3;;0;0.0;;0.0;;0;;QUIMIOTERAPIA SISTEMICA;0;; 
0001;D;D3;RADIOTERAPIA MEGAVOLTAGEM;2;3;;0;0.0;;0.0;;0;;RADIOTERAPIA MEGAVOLTAGEM;0;; 
0001;D;D4;HEMODIALISE AGUDA;2;3;;0;0.0;;0.0;;0;;HEMODIALISE AGUDA;0;; 
0001;D;D5;HEMODIALISE CRONICA;2;3;;0;0.0;;0.0;;0;;HEMODIALISE CRONICA;0;; 
0001;D;D6;IMPLANTE DE DISPOSITIVO INTRAU;2;3;;0;0.0;;0.0;;0;;IMPLANTE DE DISPOSITIVO INTRAU;0;; 
0001;D;D99;TERAPIAS A CLASSIFICAR;2;3;;0;0.0;;0.0;;0;;TERAPIAS A CLASSIFICAR;0;; 
0001;;E;INTERNACOES;1;1;;0;0.0;;0.0;;0;;INTERNACOES;0;; 
0001;E;E1;TIPO DE INTERNACAO;1;2;;0;0.0;;0.0;;0;;TIPO DE INTERNACAO;0;; 
0001;E1;E11;CLINICA;2;3;;0;0.0;;0.0;;0;;CLINICA;0;; 
0001;E1;E12;CIRURGICA;2;3;;0;0.0;;0.0;;0;;CIRURGICA;0;; 
0001;E1;E121;CIRURGIA BARIATRICA;2;3;;0;0.0;;0.0;;0;;CIRURGIA BARIATRICA;0;; 
0001;E1;E122;LAQUEADURA TUBARIA;2;3;;0;0.0;;0.0;;0;;LAQUEADURA TUBARIA;0;; 
0001;E1;E123;VASECTOMIA;2;3;;0;0.0;;0.0;;0;;VASECTOMIA;0;; 
0001;E1;E124;FRATURA DE FEMUR (60 ANOS OU M;2;3;;0;0.0;;0.0;;0;;FRATURA DE FEMUR (60 ANOS OU M;0;; 
0001;E1;E125;REVISAO DE ARTROPLASTIA;2;3;;0;0.0;;0.0;;0;;REVISAO DE ARTROPLASTIA;0;; 
0001;E1;E126;IMPLANTE DE CDI (CARDIODESFIBR;2;3;;0;0.0;;0.0;;0;;IMPLANTE DE CDI (CARDIODESFIBR;0;; 
0001;E1;E127;IMPLANTACAO DE MARCAPASSO;2;3;;0;0.0;;0.0;;0;;IMPLANTACAO DE MARCAPASSO;0;; 
0001;E1;E13;OBSTETRICA;2;3;;0;0.0;;0.0;;0;;OBSTETRICA;0;; 
0001;E1;E131;PARTO NORMAL;2;3;;0;0.0;;0.0;;0;;PARTO NORMAL;0;; 
0001;E1;E132;PARTO NORMAL;2;3;;0;0.0;;0.0;;0;;PARTO NORMAL;0;; 
0001;E1;E14;PEDIATRICA;2;3;;0;0.0;;0.0;;0;;PEDIATRICA;0;; 
0001;E1;E141;INTERNACAO DE 0 A 5 ANOS DE ID;2;3;;0;0.0;;0.0;;0;;INTERNACAO DE 0 A 5 ANOS DE ID;0;; 
0001;E1;E142;INTERNACAO EM UTI NO PERIODO N;2;3;;0;0.0;;0.0;;0;;INTERNACAO EM UTI NO PERIODO N;0;; 
0001;E1;E1421;INTERNACOES EM UTI NO PERIODO;2;3;;0;0.0;;0.0;;0;;INTERNACOES EM UTI NO PERIODO;0;; 
0001;E1;E15;PSIQUIATRICA;2;3;;0;0.0;;0.0;;0;;PSIQUIATRICA;0;; 
0001;E;E2;REGIME DE INTERNACAO;1;2;;0;0.0;;0.0;;0;;REGIME DE INTERNACAO;0;; 
0001;E2;E21;HOSPITALAR;2;3;;0;0.0;;0.0;;0;;HOSPITALAR;0;; 
0001;E2;E22;HOSPITAL-DIA;2;3;;0;0.0;;0.0;;0;;HOSPITAL-DIA;0;; 
0001;E2;E221;HOSPITAL-DIA PARA SAUDE MENTAL;2;3;;0;0.0;;0.0;;0;;HOSPITAL-DIA PARA SAUDE MENTAL;0;; 
0001;E2;E23;DOMICILIAR;2;3;;0;0.0;;0.0;;0;;DOMICILIAR;0;; 
0001;;F;CAUSAS SELECIONADAS DE INTERNA;1;1;;0;0.0;;0.0;;0;;CAUSAS SELECIONADAS DE INTERNA;0;; 
0001;F;F1;NEOPLASIAS;2;3;;0;0.0;;0.0;;0;;NEOPLASIAS;0;; 
0001;F;F11;CANCER DE MAMA FEMININO;2;3;;0;0.0;;0.0;;0;;CANCER DE MAMA FEMININO;0;; 
0001;F;F111;TRATAMENTO CIRURGICO DE CANCER;2;3;;0;0.0;;0.0;;0;;TRATAMENTO CIRURGICO DE CANCER;0;; 
0001;F;F12;CANCER DE COLO DE UTERO;2;3;;0;0.0;;0.0;;0;;CANCER DE COLO DE UTERO;0;; 
0001;F;F121;TRATAMENTO CIRURGICO DE CANCER;2;3;;0;0.0;;0.0;;0;;TRATAMENTO CIRURGICO DE CANCER;0;; 
0001;F;F13;CANCER DE COLON E RETO;2;3;;0;0.0;;0.0;;0;;CANCER DE COLON E RETO;0;; 
0001;F;F131;TRATAMENTO CIRURGICO DE CANCER;2;3;;0;0.0;;0.0;;0;;TRATAMENTO CIRURGICO DE CANCER;0;; 
0001;F;F14;CANCER DE PROSTATA;2;3;;0;0.0;;0.0;;0;;CANCER DE PROSTATA;0;; 
0001;F;F141;TRATAMENTO CIRURGICO DE CANCER;2;3;;0;0.0;;0.0;;0;;TRATAMENTO CIRURGICO DE CANCER;0;; 
0001;F;F2;DIABETES MELLITUS;2;3;;0;0.0;;0.0;;0;;DIABETES MELLITUS;0;; 
0001;F;F3;DOENCAS DO APARELHO CIRCULATOR;2;3;;0;0.0;;0.0;;0;;DOENCAS DO APARELHO CIRCULATOR;0;; 
0001;F;F31;INFARTO AGUDO DO MIOCARDIO;2;3;;0;0.0;;0.0;;0;;INFARTO AGUDO DO MIOCARDIO;0;; 
0001;F;F32;DOENCAS HIPERTENSIVAS;2;3;;0;0.0;;0.0;;0;;DOENCAS HIPERTENSIVAS;0;; 
0001;F;F33;INSUFICIENCIA CARDIACA CONGEST;2;3;;0;0.0;;0.0;;0;;INSUFICIENCIA CARDIACA CONGEST;0;; 
0001;F;F34;DOENCAS CEREBROVASCULARES;2;3;;0;0.0;;0.0;;0;;DOENCAS CEREBROVASCULARES;0;; 
0001;F;F341;ACIDENTE VASCULAR CEREBRAL;2;3;;0;0.0;;0.0;;0;;ACIDENTE VASCULAR CEREBRAL;0;; 
0001;F;F4;DOENCAS DO APARELHO RESPIRATOR;2;3;;0;0.0;;0.0;;0;;DOENCAS DO APARELHO RESPIRATOR;0;; 
0001;F;F41;DOENCA PULMONAR OBSTRUTIVA CRO;2;3;;0;0.0;;0.0;;0;;DOENCA PULMONAR OBSTRUTIVA CRO;0;; 
0001;F;F5;CAUSAS EXTERNAS;2;3;;0;0.0;;0.0;;0;;CAUSAS EXTERNAS;0;; 
0001;;G;NASCIDO VIVO;2;3;;0;0.0;;0.0;;0;;NASCIDO VIVO;0;; 
0001;;H;DEMAIS DESPESAS MEDICOHOSPITAL;1;3;;0;0.0;;0.0;;0;;DEMAIS DESPESAS MEDICOHOSPITAL;0;; 
0001;;I;PROCEDIMENTOS ODONTOLOGICOS;1;1;;0;0.0;;0.0;;0;;PROCEDIMENTOS ODONTOLOGICOS;0;; 
0001;I;I1;CONSULTAS ODONTOLOGICAS INICIA;2;3;;0;0.0;;0.0;;0;;CONSULTAS ODONTOLOGICAS INICIA;0;; 
0001;I;I10;PROTESES ODONTOLOGICAS;2;3;;0;0.0;;0.0;;0;;PROTESES ODONTOLOGICAS;0;; 
0001;I;I11;PROTESES ODONTOLOGICAS UNITARI;2;3;;0;0.0;;0.0;;0;;PROTESES ODONTOLOGICAS UNITARI;0;; 
0001;I;I2;EXAMES RADIOGRAFICOS;2;3;;0;0.0;;0.0;;0;;EXAMES RADIOGRAFICOS;0;; 
0001;I;I3;PROCEDIMENTOS PREVENTIVOS;2;3;;0;0.0;;0.0;;0;;PROCEDIMENTOS PREVENTIVOS;0;; 
0001;I;I31;ATIVIDADE EDUCATIVA INDIVIDUAL;2;3;;0;0.0;;0.0;;0;;ATIVIDADE EDUCATIVA INDIVIDUAL;0;; 
0001;I;I32;APLICACAO TOPICA PROFISSIONAL;2;3;;0;0.0;;0.0;;0;;APLICACAO TOPICA PROFISSIONAL;0;; 
0001;I;I33;SELANTE POR ELEMENTO DENTARIO;2;3;;0;0.0;;0.0;;0;;SELANTE POR ELEMENTO DENTARIO;0;; 
0001;I;I4;RASPAGEM SUPRA-GENGIVAL POR HE;2;3;;0;0.0;;0.0;;0;;RASPAGEM SUPRA-GENGIVAL POR HE;0;; 
0001;I;I5;RESTAURACAO EM DENTES DECIDUOS;2;3;;0;0.0;;0.0;;0;;RESTAURACAO EM DENTES DECIDUOS;0;; 
0001;I;I6;RESTAURACAO EM DENTES PERMANEN;2;3;;0;0.0;;0.0;;0;;RESTAURACAO EM DENTES PERMANEN;0;; 
0001;I;I7;EXODONTIAS SIMPLES DE PERMANEN;2;3;;0;0.0;;0.0;;0;;EXODONTIAS SIMPLES DE PERMANEN;0;; 
0001;I;I8;TRATAMENTO ENDODONTICO CONCLUI;2;3;;0;0.0;;0.0;;0;;TRATAMENTO ENDODONTICO CONCLUI;0;; 
0001;I;I9;TRATAMENTO ENDODONTICO CONCLUI;2;3;;0;0.0;;0.0;;0;;TRATAMENTO ENDODONTICO CONCLUI;0;; 
