B91_DESCRI~B91_CAMPO~B91_CONDIC~B91_SEQUEN~B91_NOMXMO~B91_EDITAR~B91_OBRIGA~B91_TAMANH~B91_TIPO~B91_GRUPO~B91_VALID~B91_INIPAD~B91_F3~B91_CBOX~B91_KEYPRE~B91_KEYDOW~B91_CHANGE~B91_ACTION~B91_GATILH~B91_CHVGAT~B91_VISUAL~B91_DADSRV~B91_VARREL~B91_ORDEM
Código~B9Y_CODIGO~~0001~cB9Y_CODIGO~TRUE~TRUE~6,00~S~001~~~~~~~~~~~FALSE~GETSXENUM("B9Y", "B9Y_CODIGO")~~ 
Cd Operadora~B9Y_CODINT~~0001~cB9Y_CODINT~FALSE~FALSE~4,00~C~001~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Observação~B9Y_OBS~~0001~mB9Y_OBS~TRUE~FALSE~10,00~M~001~~~~~~~~~~~TRUE~~~009
Bairro~B9V_BAIRRO~~0001~cB9V_BAIRRO~TRUE~TRUE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
CEP~B9V_CEP~~0001~cB9V_CEP~TRUE~TRUE~8,00~C~002~~~~~~~~~~~TRUE~~~ 
CNES~B9V_CNES~~0001~cB9V_CNES~TRUE~FALSE~7,00~C~002~~~~~~~~~~~TRUE~~~ 
CIDADE~B9V_CODCID~~0001~cB9V_CODCID~TRUE~TRUE~7,00~P~002~~~~#PLSCBOXGEN('BID','BID_CODMUN|BID_DESCRI')~~~~~~~TRUE~~~ 
Operadora~B9V_CODINT~~0001~cB9V_CODINT~FALSE~FALSE~4,00~C~002~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
LOGRADOURO~B9V_CODLOG~~0001~cB9V_CODLOG~TRUE~TRUE~3,00~P~002~~~~#PLSCBOXGEN('B18','B18_CODIGO|B18_DESCRI')~~~~~~~TRUE~~~ 
Código~B9V_CODPRO~~0001~cB9V_CODPRO~TRUE~FALSE~6,00~C~002~~~~~~~~~~~FALSE~B9Y->B9Y_CODIGO~~ 
SEQUENCIAL~B9V_CODSEQ~~0001~cB9V_CODSEQ~FALSE~FALSE~3,00~S~002~~~~~~~~~~~TRUE~~~ 
Complemento~B9V_COMEND~~0001~cB9V_COMEND~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
Contato~B9V_CONTAT~~0001~cB9V_CONTAT~TRUE~FALSE~35,00~C~002~~~~~~~~~~~TRUE~~~ 
E-mail~B9V_EMAIL~~0001~cB9V_EMAIL~TRUE~FALSE~50,00~C~002~~~~~~~~~~~TRUE~~~ 
Endereço~B9V_ENDER~~0001~cB9V_END~TRUE~TRUE~50,00~C~002~~~~~~~~~~~TRUE~~~ 
Filial~B9V_FILIAL~~0001~cB9V_FILIAL~TRUE~FALSE~2,00~C~002~~~~~~~~~~~FALSE~~~ 
Nº~B9V_NUMERO~~0001~cB9V_NUMERO~TRUE~TRUE~6,00~C~002~~~~~~~~~~~TRUE~~~ 
Telefone~B9V_TEL~~0001~cB9V_TEL~TRUE~FALSE~11,00~C~002~~~~~~~~~~~TRUE~~~ 
TIPO ESTABELECIMENTO~B9V_TIPEST~~0001~cB9V_TIPEST~TRUE~TRUE~3,00~P~002~~~~#PLSCBOXGEN('B1Z','B1Z_CODEST|B1Z_DESEST')~~~~~~~TRUE~~~ 
ESPECIALIDADE~B9Q_CODESP~~0001~cB9Q_CODESP~TRUE~TRUE~3,00~P~003~~~~#PLSCBOXGEN('BAQ','BAQ_CODESP|BAQ_DESCRI')~~~~~~~TRUE~~~ 
Cd Operadora~B9Q_CODINT~~0001~cB9Q_CODINT~FALSE~FALSE~4,00~C~003~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Cód Local.~B9Q_CODLOC~~0001~cB9Q_CODLOC~TRUE~TRUE~3,00~G~003~~~~~~~~~~~TRUE~~cB9V_CODSEQ|cB9V_END~ 
Código~B9Q_CODPRO~~0001~cB9Q_CODPRO~TRUE~FALSE~6,00~C~003~~~~~~~~~~~FALSE~ B9Y->B9Y_CODIGO~~ 
SEQUENCIAL~B9Q_CODSEQ~~0001~cB9Q_CODSEQ~FALSE~FALSE~3,00~S~003~~~~~~~~~~~TRUE~~~ 
Tempo~B9Q_DESTEM~~0001~cB9Q_DESTEM~FALSE~FALSE~50,00~C~003~~~~~~~~~~~FALSE~~~ 
Tempo~B9Q_DTMESP~~0001~cB9Q_DTMESP~FALSE~FALSE~50,00~C~003~~~~~~~~~~~FALSE~~~ 
Filial~B9Q_FILIAL~~0001~cB9Q_FILIAL~TRUE~FALSE~2,00~C~003~~~~~~~~~~~FALSE~~~ 
Status espec~B9Q_STCRED~~0001~cB9Q_STCRED~FALSE~FALSE~1,00~C~003~~~~~~~~~~~FALSE~~~ 
Tempo Espec~B9Q_TEMESP~~0001~dB9Q_TEMESP~TRUE~TRUE~10,00~D~003~validaCmp(this, 'data','Data invalida')~~~~return TxtBoxFormat(this, event,'99/99/9999');~~~~~~TRUE~~~ 
Tempo Formac~B9Q_TEMFOR~~0001~dB9Q_TEMFOR~TRUE~TRUE~8,00~D~003~validaCmp(this, 'data','Data invalida')~~~~return TxtBoxFormat(this, event,'99/99/9999');~~~~~~TRUE~~~ 
Cod Operador~B9Z_CODINT~~0001~cB9Z_CODINT~TRUE~TRUE~4,00~C~004~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Cod Prospect~B9Z_CODPRO~~0001~cB9Z_CODPRO~FALSE~TRUE~6,00~C~004~~~~~~~~~~~FALSE~B9Y->B9Y_CODIGO~~ 
Sequencial~B9Z_CODSEQ~~0001~cB9Z_CODSEQ~FALSE~FALSE~3,00~S~004~~~~~~~~~~~TRUE~~~ 
Curso~B9Z_CURSO~~0001~cB9Z_CURSO~TRUE~TRUE~50,00~C~004~~~~~~~~~~~TRUE~~~ 
Filial~B9Z_FILIAL~~0001~cB9Z_FILIAL~TRUE~FALSE~2,00~C~004~~~~~~~~~~~FALSE~~~ 
Instituição~B9Z_INSTIT~~0001~cB9Z_INSTIT~TRUE~TRUE~50,00~C~004~~~~~~~~~~~TRUE~~~ 
Seq Tabela~B9Z_SEQB9Z~~0001~cB9Z_SEQB9Z~FALSE~TRUE~6,00~S~004~~~~~~~~~~~FALSE~~~ 
Dt Curso~B9Z_DTCURS~~0001~dB9Z_DTCURS~TRUE~TRUE~10,00~D~004~~~~~return TxtBoxFormat(this,event,'99/99/9999')~~~~~~TRUE~~~ 
Código~B9Y_CODIGO~~0002~cB9Y_CODIGO~FALSE~TRUE~6,00~S~001~~~~~~~~~~~FALSE~GETSXENUM("B9Y", "B9Y_CODIGO")~~ 
Cd Operadora~B9Y_CODINT~~0002~cB9Y_CODINT~FALSE~FALSE~4,00~C~001~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
CNPJ~B9Y_CPFCGC~~0002~cB9Y_CPFCGC~TRUE~TRUE~18,00~C~001~validaCmp(this, 'cnpj','CNPJ invalido');~~~~return TxtBoxFormat(this, event,'99.999.999/9999-99');~~~~~~TRUE~~~ 
Estado CRM~B9Y_CRMEST~~0002~cB9Y_CRMEST~TRUE~TRUE~2,00~P~001~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_CHAVE','X5_TABELA="12"')~~~~~~~TRUE~~~ 
Número CRM~B9Y_CRMNUM~~0002~cB9Y_CRMNUM~TRUE~TRUE~15,00~C~001~~~~~~~~~~~TRUE~~~ 
E-mail~B9Y_EMAIL~~0002~cB9Y_EMAIL~TRUE~TRUE~50,00~C~001~validaCmp(this,'email','email invalido');~~~~~~~~~~TRUE~~~ 
Captação~B9Y_FCAPTA~~0002~cB9Y_FCAPTA~FALSE~FALSE~1,00~G~001~~~~1=Prestador Portal;2=Indicacao CallCenter;3=Indicação Portal; 4=Operadora~~~~~~~FALSE~'1'~~ 
Filial~B9Y_FILIAL~~0002~cB9Y_FILIAL~TRUE~FALSE~2,00~C~001~~~~~~~~~~~FALSE~~~ 
Nome Fantasia~B9Y_NOME~~0002~cB9Y_NOME~TRUE~TRUE~50,00~C~001~~~~~~~~~~~TRUE~~~ 
Num Protocol~B9Y_NROPRO~~0002~cB9Y_NROPRO~FALSE~FALSE~12,00~C~001~~~~~~~~~~~FALSE~~~ 
Passo Atual~B9Y_PCRED~~0002~cB9Y_PCRED~FALSE~FALSE~4,00~C~001~~~~~~~~~~~FALSE~~~ 
Razão Social~B9Y_RAZSOC~~0002~cB9Y_RAZSOC~TRUE~TRUE~30,00~C~001~~~~~~~~~~~TRUE~~~ 
Status~B9Y_STCRED~~0002~cB9Y_STCRED~FALSE~FALSE~1,00~G~001~~~~1=Pendente com a Operadora;2=Pendente com o Prestador;3=Credenciado;4=Indeferido~~~~~~~FALSE~~~ 
Telefone~B9Y_TEL~~0002~cB9Y_TEL~TRUE~TRUE~11,00~C~001~~~~~~~~~~~TRUE~~~ 
Tipo Atend.~B9Y_TIPOAT~~0002~cB9Y_TIPOAT~TRUE~FALSE~1,00~G~001~~~~1=Saude Ocupacional;2=Assistencial;3=Ambos~~~~~~~TRUE~~~ 
Dt Inserção~B9Y_DATAIN~~0002~dB9Y_DATAIN~FALSE~FALSE~8,00~D~001~~~~~~~~~~~FALSE~Date()~~ 
Observação~B9Y_OBS~~0002~mB9Y_OBS~TRUE~FALSE~10,00~M~001~~~~~~~~~~~TRUE~~~ 
Bairro~B9V_BAIRRO~~0002~cB9V_BAIRRO~TRUE~TRUE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
CEP~B9V_CEP~~0002~cB9V_CEP~TRUE~TRUE~8,00~C~002~~~~~~~~~~~TRUE~~~ 
CNES~B9V_CNES~~0002~cB9V_CNES~TRUE~FALSE~7,00~C~002~~~~~~~~~~~TRUE~~~ 
CIDADE~B9V_CODCID~~0002~cB9V_CODCID~TRUE~TRUE~7,00~P~002~~~~#PLSCBOXGEN('BID','BID_CODMUN|BID_DESCRI')~~~~~~~TRUE~~~ 
Operadora~B9V_CODINT~~0002~cB9V_CODINT~FALSE~FALSE~4,00~C~002~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
LOGRADOURO~B9V_CODLOG~~0002~cB9V_CODLOG~TRUE~TRUE~3,00~P~002~~~~#PLSCBOXGEN('B18','B18_CODIGO|B18_DESCRI')~~~~~~~TRUE~~~ 
Código~B9V_CODPRO~~0002~cB9V_CODPRO~FALSE~FALSE~6,00~C~002~~~~~~~~~~~FALSE~B9Y->B9Y_CODIGO~~ 
SEQUENCIAL~B9V_CODSEQ~~0002~cB9V_CODSEQ~FALSE~FALSE~3,00~S~002~~~~~~~~~~~TRUE~~~ 
Complemento~B9V_COMEND~~0002~cB9V_COMEND~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
Contato~B9V_CONTAT~~0002~cB9V_CONTAT~TRUE~FALSE~35,00~C~002~~~~~~~~~~~TRUE~~~ 
Localidade~B9V_DESLOC~~0002~cB9V_DESLOC~FALSE~FALSE~20,00~C~002~~~~~~~~~~~FALSE~~~ 
E-mail~B9V_EMAIL~~0002~cB9V_EMAIL~TRUE~FALSE~50,00~C~002~~~~~~~~~~~TRUE~~~ 
Endereço~B9V_ENDER~~0002~cB9V_END~TRUE~TRUE~50,00~C~002~~~~~~~~~~~TRUE~~~ 
Filial~B9V_FILIAL~~0002~cB9V_FILIAL~TRUE~FALSE~2,00~C~002~~~~~~~~~~~FALSE~~~ 
Nº~B9V_NUMERO~~0002~cB9V_NUMERO~TRUE~TRUE~6,00~C~002~~~~~~~~~~~TRUE~~~ 
Telefone~B9V_TEL~~0002~cB9V_TEL~TRUE~FALSE~11,00~C~002~~~~~~~~~~~TRUE~~~ 
TIPO ESTABELECIMENTO~B9V_TIPEST~~0002~cB9V_TIPEST~TRUE~TRUE~3,00~P~002~~~~#PLSCBOXGEN('B1Z','B1Z_CODEST|B1Z_DESEST')~~~~~~~TRUE~~~ 
ESPECIALIDADE~B9Q_CODESP~~0002~cB9Q_CODESP~TRUE~TRUE~3,00~P~003~~~~#PLSCBOXGEN('BAQ','BAQ_CODESP|BAQ_DESCRI')~~~~~~~TRUE~~~ 
Cd Operadora~B9Q_CODINT~~0002~cB9Q_CODINT~FALSE~FALSE~4,00~C~003~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Cód Local.~B9Q_CODLOC~~0002~cB9Q_CODLOC~TRUE~TRUE~3,00~G~003~~~~~~~~~~~TRUE~~cB9V_CODSEQ|cB9V_END~ 
Código~B9Q_CODPRO~~0002~cB9Q_CODPRO~TRUE~TRUE~6,00~C~003~~~~~~~~~~~FALSE~B9Y->B9Y_CODIGO~~ 
SEQUENCIAL~B9Q_CODSEQ~~0002~cB9Q_CODSEQ~FALSE~FALSE~3,00~S~003~~~~~~~~~~~TRUE~~~ 
Filial~B9Q_FILIAL~~0002~cB9Q_FILIAL~TRUE~FALSE~2,00~C~003~~~~~~~~~~~FALSE~~~ 
Status espec~B9Q_STCRED~~0002~cB9Q_STCRED~FALSE~FALSE~1,00~C~003~~~~~~~~~~~FALSE~~~ 
Código~BAU_CODIGO~~0003~cBAU_CODIGO~FALSE~TRUE~6,00~C~001~~~~~~~~~~~TRUE~~~ 
Cod.Operad.~BAU_CODOPE~~0003~cBAU_CODOPE~TRUE~FALSE~4,00~C~001~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Número CR~BAU_CONREG~~0003~cBAU_CONREG~FALSE~FALSE~15,00~C~001~~~~~~~~~~~TRUE~~~ 
CPF~BAU_CPFCGC~~0003~cBAU_CPFCGC~TRUE~TRUE~14,00~C~001~validaCmp(this, 'cpf','CPF invalido')~~~~return TxtBoxFormat(this, event,'999.999.999-99');~~~~~~TRUE~~~ 
E-Mail~BAU_EMAIL~~0003~cBAU_EMAIL~TRUE~FALSE~60,00~C~001~validaCmp(this,'email','email invalido');~~~~~~~~~~TRUE~~~ 
Estado Civil~BAU_ESTCIV~~0003~cBAU_ESTCIV~TRUE~FALSE~1,00~G~001~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_DESCRI','X5_TABELA="33"')~~~~~~~TRUE~~~ 
Estado CR~BAU_ESTCR~~0003~cBAU_ESTCR~TRUE~FALSE~2,00~P~001~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_CHAVE', 'X5_TABELA="12"')~~~~~~~TRUE~~~ 
Filial~BAU_FILIAL~~0003~cBAU_FILIAL~TRUE~FALSE~2,00~C~001~~~~~~~~~~~FALSE~~~ 
Nome~BAU_NOME~~0003~cBAU_NOME~FALSE~TRUE~40,00~C~001~~~~~~~~~~~TRUE~~~ 
Nm. Reduzido~BAU_NREDUZ~~0003~cBAU_NREDUZ~FALSE~FALSE~20,00~C~001~~~~~~~~~~~TRUE~~~ 
Sexo~BAU_SEXO~~0003~cBAU_SEXO~FALSE~FALSE~1,00~G~001~~~~0=Masculino;1=Feminino~~~~~~~TRUE~~~ 
Sigla CR~BAU_SIGLCR~~0003~cBAU_SIGLCR~TRUE~FALSE~7,00~G~001~~~~CRAS=CRAS;COREN=COREN;CRF=CRF;CRFA=CRFA;CREFITO=CREFITO;CRM=CRM;CRV=CRV;CRN=CRN;CRO=CRO;CRP=CRP;OUT=OUT~~~~~~~TRUE~~~ 
Telefone~BAU_TEL~~0003~cBAU_TEL~TRUE~FALSE~50,00~C~001~~~~~~~~~~~TRUE~~~ 
Bairro~BB8_BAIRRO~~0003~cBB8_BAIRRO~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
CEP~BB8_CEP~~0003~cBB8_CEP~TRUE~FALSE~8,00~C~002~~~~~~~carregaEndCep("cBB8_CEP", "cBB8_END", "cBB8_BAIRRO", "cBB8_CODMUN", "cBB8_MUN", "cBB8_EST")~~~~TRUE~~~18
CNES~BB8_CNES~~0003~cBB8_CNES~TRUE~FALSE~7,00~C~002~~~~~~~~~~~TRUE~~~ 
Código~BB8_CODIGO~~0003~cBB8_CODIGO~TRUE~FALSE~6,00~C~002~~~~~~~~~~~FALSE~BAU->BAU_CODIGO~~ 
Operadora~BB8_CODINT~~0003~cBB8_CODINT~FALSE~TRUE~4,00~C~002~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Local~BB8_CODLOC~~0003~cBB8_CODLOC~FALSE~FALSE~3,00~S~002~~~~~~~~~~~TRUE~~~ 
Município~BB8_CODMUN~~0003~cBB8_CODMUN~TRUE~TRUE~7,00~G~002~~~~#PLSCBOXGEN('BID','BID_CODMUN|BID_DESCRI')~~~~~~~TRUE~~~ 
Complemento~BB8_COMEND~~0003~cBB8_COMEND~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
Contato~BB8_CONTAT~~0003~cBB8_CONTAT~TRUE~FALSE~35,00~C~002~~~~~~~~~~~TRUE~~~ 
E-Mail~BB8_EMAIL~~0003~cBB8_EMAIL~TRUE~FALSE~60,00~C~002~validaCmp(this,'email','email invalido');~~~~~~~~~~TRUE~~~ 
Endereço~BB8_END~~0003~cBB8_END~TRUE~TRUE~40,00~C~002~~~~~~~~~~~TRUE~~~ 
Estado~BB8_EST~~0003~cBB8_EST~TRUE~TRUE~2,00~G~002~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_CHAVE','X5_TABELA="12"')~~~carregaCid("cBB8_EST", "cBB8_CODMUN")~~~~TRUE~~~ 
Filial~BB8_FILIAL~~0003~cBB8_FILIAL~TRUE~FALSE~2,00~C~002~~~~~~~~~~~FALSE~~~ 
Município~BB8_MUN~~0003~cBB8_MUN~FALSE~FALSE~30,00~C~002~~~~~~~~~~~FALSE~POSICIONE('BID',1,XFILIAL('BID')+BB8->BB8_CODMUN,'BID_DESCRI')~~ 
Número~BB8_NR_END~~0003~cBB8_NR_END~TRUE~FALSE~6,00~C~002~~~~~~~~~~~TRUE~~~ 
Telefone~BB8_TEL~~0003~cBB8_TEL~TRUE~FALSE~20,00~C~002~~~~~~~~~~~TRUE~~~ 
Tp Logradouro~BB8_TIPLOG~~0003~cBB8_TIPLOG~TRUE~FALSE~3,00~P~002~~~~#PLSCBOXGEN('B18','B18_CODIGO|B18_DESCRI')~~~~~~~TRUE~~~ 
Especialidade~BAX_CODESP~~0003~cBAX_CODESP~TRUE~TRUE~3,00~P~003~~~~#PLSCBOXGEN('BAQ','BAQ_CODESP|BAQ_DESCRI')~~~~~~~TRUE~~~ 
Código~BAX_CODIGO~~0003~cBAX_CODIGO~TRUE~FALSE~6,00~C~003~~~~~~~~~~~FALSE~BAU->BAU_CODIGO~~ 
Operadora~BAX_CODINT~~0003~cBAX_CODINT~FALSE~TRUE~4,00~C~003~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Local~BAX_CODLOC~~0003~cBAX_CODLOC~TRUE~TRUE~3,00~G~003~~~~~~~~~~~TRUE~~cBB8_CODLOC|cBB8_END~ 
Principal~BAX_ESPPRI~~0003~cBAX_ESPPRI~TRUE~FALSE~1,00~G~003~~~~1=Sim;0=Nao~~~~~~~TRUE~~~ 
Filial~BAX_FILIAL~~0003~cBAX_FILIAL~TRUE~FALSE~2,00~C~003~~~~~~~~~~~FALSE~~~ 
Código~BAU_CODIGO~~0004~cBAU_CODIGO~FALSE~TRUE~6,00~C~001~~~~~~~~~~~TRUE~~~ 
Cod.Operad.~BAU_CODOPE~~0004~cBAU_CODOPE~TRUE~FALSE~4,00~C~001~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
NÚMERO CR~BAU_CONREG~~0004~cBAU_CONREG~TRUE~FALSE~15,00~C~001~~~~~~~~~~~TRUE~~~ 
CNPJ~BAU_CPFCGC~~0004~cBAU_CPFCGC~TRUE~TRUE~18,00~C~001~ validaCmp(this, 'cnpj','CNPJ invalido');~~~~return TxtBoxFormat(this, event,'99.999.999/9999-99');~~~~~~TRUE~~~ 
E-Mail~BAU_EMAIL~~0004~cBAU_EMAIL~TRUE~FALSE~60,00~C~001~validaCmp(this,'email','email invalido');~~~~~~~~~~TRUE~~~ 
Estado CR~BAU_ESTCR~~0004~cBAU_ESTCR~TRUE~FALSE~2,00~P~001~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_CHAVE','X5_TABELA="12"')~~~~~~~TRUE~~~ 
Filial~BAU_FILIAL~~0004~cBAU_FILIAL~TRUE~FALSE~2,00~C~001~~~~~~~~~~~FALSE~~~ 
Nm. Fantasia~BAU_NFANTA~~0004~cBAU_NFANTA~TRUE~FALSE~40,00~C~001~~~~~~~~~~~TRUE~~~ 
Nm. Reduzido~BAU_NREDUZ~~0004~cBAU_NREDUZ~TRUE~FALSE~20,00~C~001~~~~~~~~~~~TRUE~~~ 
Sigla CR~BAU_SIGLCR~~0004~cBAU_SIGLCR~TRUE~FALSE~7,00~G~001~~~~CRAS=CRAS;COREN=COREN;CRF=CRF;CRFA=CRFA;CREFITO=CREFITO;CRM=CRM;CRV=CRV;CRN=CRN;CRO=CRO;CRP=CRP;OUT=OUT~~~~~~~TRUE~~~ 
Telefone~BAU_TEL~~0004~cBAU_TEL~TRUE~FALSE~50,00~C~001~~~~~~~~~~~TRUE~~~ 
Bairro~BB8_BAIRRO~~0004~cBB8_BAIRRO~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
CEP~BB8_CEP~~0004~cBB8_CEP~TRUE~FALSE~8,00~C~002~~~~~~~carregaEndCep("cBB8_CEP", "cBB8_END", "cBB8_BAIRRO", "cBB8_CODMUN", "cBB8_MUN", "cBB8_EST")~~~~TRUE~~~
CNES~BB8_CNES~~0004~cBB8_CNES~TRUE~FALSE~7,00~C~002~~~~~~~~~~~TRUE~~~ 
CÓDIGO~BB8_CODIGO~~0004~cBB8_CODIGO~TRUE~FALSE~6,00~C~002~~~~~~~~~~~FALSE~BAU->BAU_CODIGO~~ 
Operadora~BB8_CODINT~~0004~cBB8_CODINT~FALSE~TRUE~4,00~C~002~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
LOCAL~BB8_CODLOC~~0004~cBB8_CODLOC~FALSE~FALSE~3,00~S~002~~~~~~~~~~~TRUE~~~ 
MUNICÍPIO~BB8_CODMUN~~0004~cBB8_CODMUN~TRUE~TRUE~7,00~G~002~~~~#PLSCBOXGEN('BID','BID_CODMUN|BID_DESCRI')~~~~~~~TRUE~~~ 
Complemento~BB8_COMEND~~0004~cBB8_COMEND~TRUE~FALSE~30,00~C~002~~~~~~~~~~~TRUE~~~ 
Contato~BB8_CONTAT~~0004~cBB8_CONTAT~TRUE~FALSE~35,00~C~002~~~~~~~~~~~TRUE~~~ 
E-Mail~BB8_EMAIL~~0004~cBB8_EMAIL~TRUE~FALSE~60,00~C~002~validaCmp(this,'email','email invalido');~~~~~~~~~~TRUE~~~ 
ENDEREÇO~BB8_END~~0004~cBB8_END~TRUE~TRUE~40,00~C~002~~~~~~~~~~~TRUE~~~ 
Estado~BB8_EST~~0004~cBB8_EST~TRUE~TRUE~2,00~G~002~~~~#PLSCBOXGEN('SX5','X5_CHAVE|X5_CHAVE','X5_TABELA="12"')~~~carregaCid("cBB8_EST", "cBB8_CODMUN") ~~~~TRUE~~~ 
Filial~BB8_FILIAL~~0004~cBB8_FILIAL~TRUE~FALSE~2,00~C~002~~~~~~~~~~~FALSE~~~ 
MUNICÍPIO~BB8_MUN~~0004~cBB8_MUN~FALSE~FALSE~30,00~C~002~~~~~~~~~~~FALSE~POSICIONE('BID',1,XFILIAL('BID')+BB8->BB8_CODMUN,'BID_DESCRI')~~ 
NÚMERO~BB8_NR_END~~0004~cBB8_NR_END~TRUE~FALSE~6,00~C~002~~~~~~~~~~~TRUE~~~ 
Telefone~BB8_TEL~~0004~cBB8_TEL~TRUE~FALSE~20,00~C~002~~~~~~~~~~~TRUE~~~ 
TP LOGRADOURO~BB8_TIPLOG~~0004~cBB8_TIPLOG~TRUE~FALSE~3,00~P~002~~~~#PLSCBOXGEN('B18','B18_CODIGO|B18_DESCRI')~~~~~~~TRUE~~~ 
ESPECIALIDADE~BAX_CODESP~~0004~cBAX_CODESP~TRUE~TRUE~3,00~P~003~~~~#PLSCBOXGEN('BAQ','BAQ_CODESP|BAQ_DESCRI')~~~~~~~TRUE~~~ 
CÓDIGO~BAX_CODIGO~~0004~cBAX_CODIGO~TRUE~FALSE~6,00~C~003~~~~~~~~~~~FALSE~BAU->BAU_CODIGO~~ 
Operadora~BAX_CODINT~~0004~cBAX_CODINT~FALSE~TRUE~4,00~C~003~~~~~~~~~~~FALSE~PLSINTPAD()~~ 
Local~BAX_CODLOC~~0004~cBAX_CODLOC~TRUE~TRUE~3,00~G~003~~~~~~~~~~~TRUE~~cBB8_CODLOC|cBB8_END~ 
